OG0006804.0	OG0004464.0	OG0000027.457	OG0004617.12	OG0000692.0	OG0000019.257	OG0000177.8	OG0002252.0	OG0006400.2	OG0001698.26	OG0009883.5	OG0004338.2	OG0001643.24	OG0004324.0	OG0000606.2	OG0001967.0	OG0000835.7	OG0004710.2	OG0002346.16	OG0000038.0	OG0000027.1	OG0004835.2	OG0001566.2	OG0000471.2	OG0012896.0	OG0000107.44
-0.9132162338579334	-0.5420380555473153	-0.9018499789079885	-1.534913621113934	-0.6610907271910786	-0.6794575575715407	0.40064722052282803	-0.9700171337842857	-1.626379626754263	-1.2039006722965686	-2.879382638782058	-1.8416629728328997	-1.1587514286937521	-1.446934455954395	-0.6443071024337754	-0.5075827599241425	-1.1883645691462565	-0.512925319948276	-0.07369688813860564	-0.5428785420499038	-0.35752946268417823	-2.554697057863487	-1.0540927027897475	-1.3375210295767486	-1.4131151871478154	-0.43908943912011134
OG0002304.1	OG0000011.866	OG0014175.6	OG0009784.0	OG0001227.24	OG0000336.0	OG0000972.70	OG0000892.1	OG0001009.24	OG0001189.24	OG0007448.2	OG0006269.0	OG0000710.0	OG0000026.45	OG0000018.842	OG0006565.0	OG0004327.0	OG0007546.0	OG0001659.0	OG0003978.4	OG0000343.0	OG0004960.0	OG0000105.0	OG0000147.0	OG0002863.0	OG0006136.0	OG0001512.12
-0.7161967290716342	0.3951725059957788	-2.582079992188035	-1.7417826104639822	-1.1294182759454146	-0.4330387576855113	-1.4759363242227894	-0.6665762662748083	0.3057954614204903	-1.4532413295652276	-1.3280726151852633	-1.2098952586535459	-0.6517675807607293	-0.1413028099616662	-0.48559996096338387	-1.5644780786560724	-0.13099723532474775	-0.6656605600930732	-0.5061477523051228	-1.4212061673232474	-0.009698583431293964	-0.0027437279454271078	0.3918776772778659	-1.5803532474685666	-0.24656661207311956	-1.3194055851186515	-0.49960583358420474
OG0000011.866	OG0000152.155	OG0012704.0	OG0001163.24	OG0001409.1	OG0003622.40	OG0002284.0	OG0000007.3	OG0014607.0	OG0001653.23	OG0000710.0	OG0008495.8	OG0004218.23	OG0000002.1788	OG0000272.36	OG0002176.0	OG0003192.0	OG0000310.18	OG0000391.20	OG0003719.2	OG0020891.0	OG0001180.24	OG0001981.2	OG0001851.13	OG0006411.2	OG0000112.0	OG0000926.24
0.3951725059957788	-0.9197516699078797	-0.8967373733939153	-1.0938790470029003	-1.9590374522215022	-3.012751907408848	-0.7776900207356844	-0.23565384492254624	-1.5842413334775023	-1.134793803412827	-0.6517675807607293	-0.9301603749313656	-0.8929817501178796	0.2893623404769398	-1.0174170530774094	-0.6266023508057881	-0.5127194706162739	-0.14082554413356455	-0.35328433892264566	-1.2622267227410604	-2.2068948519411222	-1.1159100908664668	-0.7804132554266838	-1.38458370273713	-0.6119758241875426	-0.1919857109104024	-0.8533447778805348
OG0001295.24	OG0000112.0	OG0013024.0	OG0000339.0	OG0007778.4	OG0005391.2	OG0000121.14	OG0000018.289	OG0000200.0	OG0004376.0	OG0000681.0	OG0003523.15	OG0006525.0	OG0003171.1	OG0004693.0	OG0000011.1	OG0007186.0	OG0006975.0	OG0000176.0	OG0001806.0	OG0004808.0	OG0006427.12	OG0000646.28	OG0002059.0	OG0000001.425	OG0001274.24	OG0000837.0
-1.0703604742791153	-0.1919857109104024	-1.491267120487599	-0.2820878303555713	-0.8722346718514549	-0.5513104482311593	-1.4177330466494877	-0.18885782633069192	-0.1934697107404345	-2.162944843726976	-0.5065576088535866	-0.5100460986686944	-1.4679324477109694	-1.1867215954566879	-0.6762264363085275	0.5140970048942337	-0.9537184967880897	-1.2098952586535459	-0.33387969740416884	-0.6608626150804147	-1.7374465726807091	-2.0837526763099867	-0.21943792382894028	-0.6230428855222725	0.661840791305371	-1.896468790122007	0.21921499579542392
OG0003370.4	OG0004876.0	OG0002777.4	OG0005939.0	OG0000018.289	OG0000043.242	OG0000042.314	OG0000811.34	OG0001849.0	OG0005820.0	OG0000350.8	OG0003161.14	OG0000026.45	OG0000403.25	OG0000239.0	OG0001434.24	OG0008596.4	OG0001243.24	OG0000228.54	OG0005458.0	OG0004128.4	OG0013623.0	OG0001806.0	OG0006795.0	OG0000680.1	OG0008938.0
-0.779917739350753	-1.0171250391019384	-0.8114724732255982	-1.3902450378275566	-0.18885782633069192	-0.1305233660345985	-0.2813863010245155	-1.151682530163898	-0.7816527907215007	-1.2145749964390666	-0.40144422667648927	-0.5525794954095031	-0.1413028099616662	-0.4597742994044606	-0.4494932990471394	-1.2494792448176701	-2.0350469470992008	-1.2436598477481473	-0.48964565918638664	-0.476538408828129	-0.7095755961347003	-1.3448313823904083	-0.6608626150804147	-1.8793826387820582	-0.9498117766885221	-0.6966576055126692
OG0000245.24	OG0001446.24	OG0002296.2	OG0010561.1	OG0000583.0	OG0003522.2	OG0004942.0	OG0006461.4	OG0000056.0	OG0010699.0	OG0000034.305	OG0001525.51	OG0005448.0	OG0016601.0	OG0003698.0	OG0000343.0	OG0000116.0	OG0006229.0	OG0001176.24	OG0000435.0	OG0007486.2	OG0008977.6	OG0002050.0	OG0000204.2	OG0001435.1	OG0005247.0	OG0000045.0
-0.6384562020321349	-1.3740749515003459	-0.4459514927489034	-1.4386983058546305	-0.17397021350026112	-0.5827280546564702	-1.9793733494100423	-1.6579004351672157	0.25229454120183664	-2.2926519125167304	-0.6588112275212595	-1.3154505308161575	-0.9939533698815852	-1.7948577593747017	-2.162944843726976	-0.009698583431293964	-0.7560872411268253	-1.0445383960764985	-1.1635910677202619	0.490672809713238	-2.168771306825942	-2.306145097646435	-1.1440103026915194	-0.7138285488929806	-1.0200478420483303	-1.2870081105382027	-0.2716005413289375
OG0000010.475	OG0003989.2	OG0006875.0	OG0004445.0	OG0000007.3	OG0000513.32	OG0000046.1	OG0011344.2	OG0000001.1420	OG0001557.1	OG0001126.24	OG0005244.10	OG0005733.6	OG0002260.4	OG0000196.0	OG0003836.44	OG0003521.2	OG0000272.36	OG0000343.0	OG0002858.1	OG0000455.62	OG0012098.2	OG0000948.24	OG0005653.0	OG0004907.8	OG0001338.24	OG0005097.2
0.007339046008161679	-1.1946249891052318	-1.7221342427651205	-0.9164802511798273	-0.23565384492254624	-0.6588112275212595	-0.4065984188743529	-2.0005771934627457	-0.01727103870140411	-0.8517817278458553	-1.157463595498761	-1.7197563041339832	-2.65018182802414	-0.8367589148364569	-0.21089678249861854	-1.5649048483799028	-1.4250750219906556	-1.0174170530774094	-0.009698583431293964	-1.3606752108291549	-1.5627722610870904	-0.34538115503887357	-1.0203404482841756	-1.3029379195026087	-2.6943212567577124	-1.396688189399952	-1.045431429247006
OG0003643.2	OG0004329.0	OG0000018.289	OG0000043.242	OG0000004.778	OG0000046.1	OG0000200.0	OG0011344.2	OG0000393.0	OG0005488.14	OG0003915.0	OG0004120.0	OG0003068.0	OG0016949.0	OG0000139.0	OG0001431.24	OG0000764.26	OG0004469.6	OG0001659.0	OG0000797.20	OG0000013.2	OG0002419.38	OG0002791.5	OG0000285.1	OG0001207.24	OG0009790.2	OG0000112.0
-1.938984225318372	-1.0609991549304867	-0.18885782633069192	-0.1305233660345985	-2.458782551897963	-0.4065984188743529	-0.1934697107404345	-2.0005771934627457	-0.2582525917244842	-1.0573916638883367	-0.8252101069521852	-1.2270164478618955	-0.5454029434654504	-0.3070372472270814	-0.6077925010310296	-0.1076478350824613	-2.0180012584066676	-1.0028882793248266	-0.5061477523051228	-1.0406749607608679	0.07464243793449277	-1.0025991910479572	-1.6592668394122683	-1.0528949484321255	-1.597714408130004	-0.2742152252577448	-0.1919857109104024
OG0005115.3	OG0000081.1	OG0003534.3	OG0000071.0	OG0001573.24	OG0000767.24	OG0005889.4	OG0004857.5	OG0002286.10	OG0000006.1	OG0000350.8	OG0014620.0	OG0004242.10	OG0007615.6	OG0000828.16	OG0000923.0	OG0009861.0	OG0001186.24	OG0003273.0	OG0000483.0	OG0002003.1	OG0005092.2	OG0004739.0	OG0000006.561	OG0004203.0	OG0000054.0
-0.21240037308900625	-0.890037746601182	-1.3785693322095522	-0.24331826019099598	-1.099432627585306	-1.2636115992965395	-1.7568183983555279	-0.9031984181508314	0.4255667240752513	-0.6531281860557505	-0.40144422667648927	-0.5236701622428623	-0.5576668766702485	-2.1726687293877394	-0.5756153284619034	0.7399344890375401	-0.42953706897395905	-0.752437002928646	-1.4004917640810646	-0.9683225035492398	-1.3129393116601078	-1.7388904710906985	-0.7271407083128903	-0.17266872938773947	-1.5112793471047163	-0.11450372678347603
OG0000750.0	OG0000429.0	OG0001881.0	OG0000046.1	OG0001629.5	OG0004744.2	OG0010677.0	OG0002134.0	OG0001927.0	OG0000056.0	OG0002074.0	OG0000318.0	OG0009868.0	OG0001664.2	OG0004257.24	OG0000923.0	OG0004748.0	OG0003960.4	OG0000002.1788	OG0006086.0	OG0008980.7	OG0004479.1	OG0001806.0	OG0000035.64	OG0005891.2	OG0013894.0
-0.6604064990346017	-0.28086037780067485	-0.16133054900680766	-0.4065984188743529	0.5783107928487263	-1.1962769932258421	-2.5872726614083574	-0.6766875822420972	-0.8290494466816325	0.25229454120183664	-1.7587699644845547	-0.8614476248473515	-1.6281623826695795	0.7975110886849958	-1.4924844135207713	0.7399344890375401	-1.6402539530945293	-0.7497660191732456	0.2893623404769398	-1.7036894392919077	-1.4308978270464396	-1.6452093507689292	-0.6608626150804147	0.0001442622910945383	-1.176902852650796	-1.24913627678066
OG0011985.2	OG0001820.0	OG0000878.5	OG0000010.475	OG0005559.0	OG0008970.0	OG0004957.0	OG0000001.1420	OG0003997.0	OG0000127.0	OG0002218.0	OG0000107.318	OG0006295.0	OG0004242.10	OG0000239.0	OG0000441.96	OG0002092.0	OG0004010.24	OG0004370.2	OG0000886.24	OG0000090.24	OG0000285.1	OG0000442.2	OG0002825.0	OG0000018.1	OG0002720.27	OG0005124.4
-1.1926450779423958	-0.3980183001673634	-0.7364847759511612	0.007339046008161679	-2.5803532474685666	-0.948697511299369	-1.1834412506125562	-0.01727103870140411	-0.7355236199922996	-0.41676977290008077	-0.6268251092468836	-2.3313362222997793	-1.9953907467474106	-0.5576668766702485	-0.4494932990471394	-1.2440015162022935	-1.6730025354342413	-2.3503385593573003	-1.030619235058392	-0.6102129462643424	0.15328652099086262	-1.0528949484321255	-0.22617242101930626	0.3494785145191088	-0.6106534638375021	-1.142417044615852	-2.3658714424749596
OG0005376.10	OG0001128.24	OG0000801.24	OG0002124.0	OG0000183.0	OG0008983.0	OG0000958.3	OG0002729.16	OG0000318.0	OG0008547.0	OG0020751.0	OG0000018.842	OG0012876.0	OG0003914.5	OG0000261.0	OG0000013.2	OG0000176.0	OG0003525.58	OG0001674.0	OG0000307.20	OG0002573.0	OG0005399.4	OG0004470.0	OG0005230.0	OG0007814.2	OG0000896.1	OG0000012.918
-1.4426144185764749	-1.518701058452435	-0.45502011674419607	-0.9224835302979048	-0.002310160687201116	-0.8812416110201655	-0.7288133984027473	-1.4134994447185751	-0.8614476248473515	-1.593789891468435	-1.509224518327078	-0.48559996096338387	-1.78687049999252	-1.0954195650786827	-0.7946074870103151	0.07464243793449277	-0.33387969740416884	-3.3226496228048217	-1.4540316308947074	-0.13336891930599895	-0.7911082249738468	-1.0490091001217243	-1.189351252217354	-1.478346171733372	-2.443791328260415	-1.039784866105864	-0.17576167339628612
OG0000245.24	OG0004935.0	OG0002324.4	OG0005422.0	OG0003053.2	OG0005939.0	OG0000302.34	OG0001892.0	OG0005325.0	OG0005963.0	OG0011686.0	OG0000225.48	OG0001620.0	OG0004239.0	OG0004160.0	OG0003623.8	OG0000090.24	OG0002113.0	OG0001190.24	OG0000039.0	OG0012098.2	OG0000010.64	OG0013902.0	OG0000207.117	OG0000007.976	OG0000074.152	OG0002231.0
-0.6384562020321349	-0.31616882559867737	-0.7784322114615907	-0.3239131656176791	-0.9991346425567468	-1.3902450378275566	-0.896200256842332	-0.8414044484991035	-0.6898925909039422	-1.058593158890855	-2.1022174553385833	-0.3057883922321096	-0.37763184758309515	-1.4643451395032143	0.17005323530230423	-1.352178966598703	0.15328652099086262	-0.8295621314918924	-1.5700359564830535	-0.03637791489059239	-0.34538115503887357	-0.09403302480772001	-0.8006260392781793	-0.9598790827991225	-0.24982229440694287	-0.5625591756364571	-1.4386983058546305
OG0000032.252	OG0001422.30	OG0002108.0	OG0000010.475	OG0002506.0	OG0004819.4	OG0001324.24	OG0005775.26	OG0003320.8	OG0000200.0	OG0003915.0	OG0000574.1	OG0012187.0	OG0004307.0	OG0000196.0	OG0003219.0	OG0002305.5	OG0012994.0	OG0001785.1	OG0000310.18	OG0000116.0	OG0013966.2	OG0000263.57	OG0000916.24	OG0000188.1	OG0000603.1	OG0007494.0
-0.3082871842179762	-0.8277685311745187	-0.2954821145835615	0.007339046008161679	-0.5344956303704944	-0.97171375692089	-0.7013416844354848	0.10581215112923112	-0.48559996096338387	-0.1934697107404345	-0.8252101069521852	-1.4100448054815682	-2.23854450717728	-0.9126729482025246	-0.21089678249861854	-0.4953287646142607	-1.231413364999112	-2.3147325934831584	-0.7801654761146294	-0.14082554413356455	-0.7560872411268253	-2.7769482116315585	0.818932344010497	-0.17869796011047026	-0.09449505685038438	-1.0294408032665983	-0.2248230043037026
OG0002622.0	OG0004512.2	OG0008545.2	OG0010609.0	OG0000001.1420	OG0000397.3	OG0000350.8	OG0000160.4	OG0000056.0	OG0000588.0	OG0000139.0	OG0003219.0	OG0004323.9	OG0000486.2	OG0005665.0	OG0004944.1	OG0005473.2	OG0001281.24	OG0004341.2	OG0000771.24	OG0000940.24	OG0000010.64	OG0006095.0	OG0000230.58	OG0003775.0	OG0000383.2
-0.30329392074831124	-0.9170249727422318	-1.0920325940534683	-2.1539279703695424	-0.01727103870140411	-2.1791879227712805	-0.40144422667648927	-0.030913993470059714	0.25229454120183664	-1.1857367086002184	-0.6077925010310296	-0.4953287646142607	-0.9936660662779495	-0.6604064990346017	-1.4111954329844498	-0.9887906385796966	-1.1571418167440228	-1.0561911686737453	-0.9439714610772487	-0.707925050022458	-0.9581963123429151	-0.09403302480772001	-1.056491198838264	-0.15136203809529378	-0.8074270586130774	-1.629947344284086
OG0004809.0	OG0009900.2	OG0005431.0	OG0001932.0	OG0002069.0	OG0000014.1	OG0005243.10	OG0000102.0	OG0004362.4	OG0005485.2	OG0012136.0	OG0000198.0	OG0002803.15	OG0004957.0	OG0002128.0	OG0002070.0	OG0005257.0	OG0003273.0	OG0000090.24	OG0000310.18	OG0009881.4	OG0001795.0	OG0000435.0	OG0000680.1	OG0000006.561	OG0000045.0
-1.7379277116015897	-1.5121020987899114	-1.2604974943896143	-0.5515218785885228	-0.5114849910421879	-0.4737308279347723	-1.3718330007136763	-0.012315322433239274	-1.2172559636048	-0.5911794654711495	-2.7446805592942116	-0.3989691306511904	-0.5961869383834103	-1.1834412506125562	-0.8147677457698391	-0.9779518348198268	-1.5319902259071676	-1.4004917640810646	0.15328652099086262	-0.14082554413356455	-1.6250440040319079	-0.5540614627107339	0.490672809713238	-0.9498117766885221	-0.17266872938773947	-0.2716005413289375
OG0003504.8	OG0000750.0	OG0000801.24	OG0002486.16	OG0006135.0	OG0001829.22	OG0001194.24	OG0004207.12	OG0000575.28	OG0005072.2	OG0000350.8	OG0005229.4	OG0004165.10	OG0000002.1788	OG0003611.2	OG0000486.2	OG0011984.6	OG0010057.4	OG0000702.24	OG0006884.2	OG0000035.64	OG0001883.0	OG0000007.976	OG0000204.2	OG0012178.2	OG0007198.0	OG0001038.1
-1.6438561897747246	-0.6604064990346017	-0.45502011674419607	-0.5691795034802285	-0.08865355589642802	-0.6197138438769217	-1.0110063596570187	-1.3219280948873626	-0.6810758359699232	-0.13923579737117203	-0.40144422667648927	-1.855170479161191	-0.8972746899889117	0.2893623404769398	-1.0276749584428484	-0.6604064990346017	-1.9230305236848892	-2.6029637591278236	-1.9674759343078005	-3.548438067391804	0.0001442622910945383	-0.5116906642966368	-0.24982229440694287	-0.7138285488929806	-2.2412704315421372	-1.088960414355713	-0.5977144081300041
OG0005841.2	OG0000874.1	OG0005854.2	OG0001427.24	OG0004452.2	OG0000127.0	OG0006309.0	OG0000056.0	OG0007240.4	OG0000139.0	OG0003176.17	OG0008197.4	OG0006342.12	OG0000923.0	OG0000175.4	OG0007238.0	OG0002176.0	OG0003148.2	OG0001415.1	OG0005310.0	OG0002003.1	OG0000007.976	OG0001061.24	OG0009083.9	OG0004961.2	OG0000188.1	OG0000837.0
-1.435963338133392	-0.8669626212526502	-1.1759246437484379	-0.8341845118676645	-1.127210631993763	-0.41676977290008077	-1.340440727089101	0.25229454120183664	-1.793856930308627	-0.6077925010310296	-0.6852454777188786	-1.831357964441161	-2.1115392304419593	0.7399344890375401	-0.9548366483967755	-1.7398538734910327	-0.6266023508057881	-1.1475216763576135	-0.7062763900950659	-1.0773454339168487	-1.3129393116601078	-0.24982229440694287	-1.4219791086976907	-0.5559690888416073	-1.213570916796944	-0.09449505685038438	0.21921499579542392
OG0001375.24	OG0000011.866	OG0003777.2	OG0009035.2	OG0004563.0	OG0000902.24	OG0006117.2	OG0000420.0	OG0000005.318	OG0000242.29	OG0001369.26	OG0013881.0	OG0004061.2	OG0014817.2	OG0002260.4	OG0000139.0	OG0001431.24	OG0004165.10	OG0000196.0	OG0005454.0	OG0002852.4	OG0010672.0	OG0012694.0	OG0000442.2	OG0000099.0	OG0004492.8	OG0000054.0
-1.1785346761941748	0.3951725059957788	-0.9481407011647501	-2.008682243099801	-0.7809089417538033	-1.499809820158018	-1.0963446661305085	-0.49045616203966397	-1.488026018218199	-1.1313132346778652	-1.074000581443777	-1.0855885557189886	-0.9197516699078797	-1.0206331138782188	-0.8367589148364569	-0.6077925010310296	-0.1076478350824613	-0.8972746899889117	-0.21089678249861854	-1.3759459088898995	-0.832128291970839	-1.8520421186128988	-2.3233715117570313	-0.22617242101930626	0.19421315631120725	-1.1184136837566039	-0.11450372678347603
OG0003732.8	OG0000749.2	OG0004649.2	OG0000043.242	OG0001557.1	OG0005061.1	OG0001382.24	OG0002163.0	OG0000056.0	OG0007781.0	OG0003623.8	OG0003285.0	OG0000318.0	OG0005949.0	OG0000011.1	OG0001626.24	OG0004701.0	OG0003897.10	OG0000310.18	OG0000858.32	OG0000645.36	OG0000584.0	OG0000916.24	OG0010723.0	OG0005124.4
-1.4077462998850927	-0.3830777578812987	-0.48843075802752745	-0.1305233660345985	-0.8517817278458553	-0.9666298615394078	-1.600774207879062	-0.9495331296493381	0.25229454120183664	-1.165207895235545	-1.352178966598703	-0.6734626518600482	-0.8614476248473515	-1.101907764440992	0.5140970048942337	-0.6321816563938067	-2.9126729482025246	-0.9021195659480868	-0.14082554413356455	-1.4851960144282268	-1.402778731599688	1.6572284011610958	-0.17869796011047026	-1.8525630411825191	-2.3658714424749596
OG0001111.22	OG0013290.0	OG0000010.475	OG0007155.6	OG0000801.24	OG0005082.2	OG0000007.3	OG0007135.0	OG0000042.314	OG0004744.2	OG0000187.1	OG0000938.24	OG0010621.0	OG0001664.2	OG0004469.6	OG0000451.0	OG0003960.4	OG0002004.0	OG0000486.2	OG0000785.2	OG0004985.3	OG0009203.0	OG0000124.174	OG0000006.561	OG0000837.0	OG0003726.42	OG0007182.0
-1.1124747292584127	-3.0469210473874924	0.007339046008161679	-1.4223657347326695	-0.45502011674419607	-1.453636426114565	-0.23565384492254624	-0.994240730711315	-0.2813863010245155	-1.1962769932258421	-0.2067283455019175	-0.9367731980030187	-1.8241880062782692	0.7975110886849958	-1.0028882793248266	-0.2004152986302959	-0.7497660191732456	-1.0752159943555015	-0.6604064990346017	-0.6060347243397574	-1.1772290697332235	-1.0267928458865443	-1.8468432119385798	-0.17266872938773947	0.21921499579542392	-1.3573446321104978	-1.4575933541049346
OG0011910.0	OG0000747.2	OG0005584.0	OG0000109.0	OG0002802.20	OG0000746.0	OG0001608.24	OG0004375.23	OG0000018.842	OG0000011.1	OG0004579.2	OG0001379.1	OG0001124.24	OG0011962.0	OG0000246.0	OG0001720.16	OG0000702.24	OG0000645.36	OG0000359.28	OG0005487.0	OG0005468.0	OG0008568.3	OG0013509.4	OG0000001.425	OG0000112.0	OG0000012.918
-1.817053505488898	-2.16682653676166	-0.4868124796291447	-0.30953820508128127	-0.7410590318944938	-0.7145385948629639	-0.3122226226036953	-2.340075441597622	-0.48559996096338387	0.5140970048942337	-1.1746213961070686	-0.025617534179270093	-1.2368434162587132	-1.940091010981315	-0.5324074912870507	-0.6060347243397574	-1.9674759343078005	-1.402778731599688	-0.5942254220501242	-0.6697858227506985	-1.4398720239187364	-1.0273808609918476	-3.8196993460458954	0.661840791305371	-0.1919857109104024	-0.17576167339628612
OG0008518.2	OG0000109.0	OG0000010.475	OG0000893.3	OG0000349.0	OG0004599.4	OG0002310.20	OG0000183.0	OG0002236.0	OG0008076.2	OG0005936.0	OG0001656.2	OG0004836.2	OG0000318.0	OG0009056.0	OG0000002.1788	OG0014000.2	OG0000176.0	OG0002869.0	OG0020742.0	OG0000864.26	OG0005843.1	OG0000359.28	OG0002556.2	OG0002335.4	OG0000619.52	OG0001453.1
-0.6359879464413853	-0.30953820508128127	0.007339046008161679	-0.4779442508390358	-0.4111954329844497	-1.3015147923431765	-0.8334130859295501	-0.002310160687201116	-0.5521563556379148	-1.6597225952337458	-0.5240850278218214	-0.35328433892264566	-1.2522259282572952	-0.8614476248473515	-1.48883561141615	0.2893623404769398	-2.0115879742752116	-0.33387969740416884	-1.309001920443092	-2.2169205701263888	-0.8836352433082154	-0.9601597354682089	-0.5942254220501242	-0.7159597360459039	-1.0368218438261088	-0.874084450525277	-0.9825056205407275
OG0005707.4	OG0000598.0	OG0000334.9	OG0005490.6	OG0002078.0	OG0004299.0	OG0000145.16	OG0010953.4	OG0007135.0	OG0002857.4	OG0000575.28	OG0000979.1	OG0001517.22	OG0005229.4	OG0009850.0	OG0000780.24	OG0001138.24	OG0000257.0	OG0011419.0	OG0000923.0	OG0011322.2	OG0000075.0	OG0001978.48	OG0006436.0	OG0000001.2899	OG0000007.976	OG0000006.561
-2.086201035049304	-0.1898448469216803	-0.4353779475630195	-2.3335160691625743	-1.831357964441161	-1.2926519125167302	-1.130049652341001	-2.386845571568701	-0.994240730711315	-0.925768605814208	-0.6810758359699232	-0.7326439882161124	-1.1031469271032934	-1.855170479161191	-1.6335239064899043	-0.6954889581900472	-1.2249916123844051	0.0001442622910945383	-0.07810671040588053	0.7399344890375401	-1.561068458065455	-0.44929630375211244	-1.0341603169119857	-1.148161027150656	-0.3641991832410402	-0.24982229440694287	-0.17266872938773947
OG0003203.2	OG0005428.4	OG0000078.207	OG0003020.3	OG0012409.0	OG0000223.2	OG0001619.0	OG0000127.0	OG0001028.24	OG0000056.0	OG0001553.14	OG0006196.0	OG0000710.0	OG0007265.0	OG0002127.0	OG0000018.842	OG0007467.0	OG0001710.24	OG0000483.0	OG0000359.28	OG0006118.4	OG0000428.54	OG0001215.24	OG0005145.0	OG0007444.0	OG0008153.0	OG0000012.918
-0.4246876693125632	-0.6355396260397388	-1.900772134225139	-0.6157291074575852	-2.1655314782896973	-0.3170671972827844	-0.848141183272995	-0.41676977290008077	-0.9235777245413976	0.25229454120183664	-0.6452093507689292	-0.8354711391186312	-0.6517675807607293	-2.5121020987899114	-0.799872345726398	-0.48559996096338387	-1.1742957680635042	-0.4060248206794444	-0.9683225035492398	-0.5942254220501242	-1.0089725529993394	-1.300448367476911	-0.61285807160283	-1.0929555251272016	-1.3389801397298358	-2.1791879227712805	-0.17576167339628612
OG0006443.2	OG0000059.133	OG0000767.24	OG0006053.1	OG0005889.4	OG0009795.0	OG0000589.0	OG0001059.24	OG0004287.3	OG0001366.26	OG0000139.0	OG0000018.842	OG0000011.1	OG0004327.0	OG0000805.29	OG0007218.0	OG0011426.2	OG0000176.0	OG0000039.0	OG0000814.1	OG0000035.64	OG0000307.20	OG0000671.12	OG0001991.0	OG0009790.2	OG0003343.2
-1.5602173105240187	-0.3735141370944932	-1.2636115992965395	-2.625044004031908	-1.7568183983555279	-2.7592582687846603	-0.7725053491406988	-1.3230105221290025	-0.8458056750072103	-1.2824387229855119	-0.6077925010310296	-0.48559996096338387	0.5140970048942337	-0.13099723532474775	-0.6716230659673341	-0.6210445388590935	-2.612637459164005	-0.33387969740416884	-0.03637791489059239	-0.6228207102633614	0.0001442622910945383	-0.13336891930599895	-1.4058336719490039	-1.3440986779354065	-0.2742152252577448	-0.6723126358239528
OG0001212.24	OG0000638.38	OG0002768.0	OG0003501.0	OG0004070.2	OG0000857.0	OG0004908.0	OG0000001.1420	OG0007772.0	OG0001557.1	OG0012210.0	OG0001053.24	OG0004934.6	OG0000044.1	OG0005973.7	OG0000048.382	OG0001666.14	OG0000310.18	OG0000269.0	OG0005109.6	OG0000285.1	OG0000982.24	OG0005142.2	OG0000112.0	OG0000012.918	OG0010127.0
-0.2629189948469006	-1.3047188048551392	-0.6663472852345864	-1.8577826381961766	-1.3989691306511904	-0.6608626150804147	-1.5336600120205253	-0.01727103870140411	-1.5432989689917949	-0.8517817278458553	-0.6350914449112852	-0.917842440914574	-1.8385637341740129	-0.6009930135276029	-1.5294891648227245	-0.7607241741174424	-1.2695122007362238	-0.14082554413356455	-0.5409881355236181	-1.5215976219627267	-1.0528949484321255	-1.2705559931663366	-0.05304461335688118	-0.1919857109104024	-0.17576167339628612	-0.7152489904657735
OG0000245.24	OG0001426.2	OG0001609.10	OG0004473.2	OG0006453.1	OG0004857.5	OG0002153.0	OG0005904.2	OG0002442.0	OG0000000.1528	OG0012215.0	OG0000154.2	OG0000026.45	OG0000207.1	OG0000011.1	OG0002135.0	OG0002604.2	OG0002041.0	OG0000126.1	OG0000176.0	OG0005352.0	OG0000663.26	OG0000442.2	OG0003159.5	OG0002540.96	OG0000837.0
-0.6384562020321349	-1.0344557997682955	-0.7027498788282933	-1.4977712511585333	-1.4532413295652276	-0.9031984181508314	-1.383077757881299	-1.3982084161379738	-1.1253210507925446	-1.5807847399320463	-1.5597919249862502	-0.6887294085133586	-0.1413028099616662	-0.038302594280321775	0.5140970048942337	-0.5521563556379148	-0.5363775431481067	-0.6413786861684825	-0.8815073741305954	-0.33387969740416884	-1.1221772381715256	-1.3011592297927905	-0.22617242101930626	-0.16423758130530888	-2.6303939299681622	0.21921499579542392
OG0003459.2	OG0005237.0	OG0004533.8	OG0000032.252	OG0002487.0	OG0000059.133	OG0001210.24	OG0000127.0	OG0000209.146	OG0000318.0	OG0000047.282	OG0006837.2	OG0004215.0	OG0000012.918	OG0000090.24	OG0001423.30	OG0007118.0	OG0000982.24	OG0003831.0	OG0000992.0	OG0005110.0	OG0005703.0	OG0006416.0	OG0012075.2	OG0006366.0	OG0000225.48	OG0005948.0
-0.11044858129598112	-1.195946441032647	-0.8008773579863994	-0.3082871842179762	-1.322649622804822	-0.3735141370944932	-0.8094483479677298	-0.41676977290008077	-0.4077462998850927	-0.8614476248473515	-0.4221724087637519	-1.1379652600447674	-1.1143475487004126	-0.17576167339628612	0.15328652099086262	-1.373701051008195	-1.7695510237924936	-1.2705559931663366	-0.6845497000150675	-0.36123105558305013	-0.4789492630990369	-1.0634091701760615	-2.24947924481767	-2.521183470950585	-1.8442507673220554	-0.3057883922321096	-1.6223764623642731
OG0000283.1	OG0002909.2	OG0000334.9	OG0000130.38	OG0006214.0	OG0000009.921	OG0001610.50	OG0005426.10	OG0000574.1	OG0006103.0	OG0001161.24	OG0007761.3	OG0000011.1	OG0000075.0	OG0000181.164	OG0000785.2	OG0001105.24	OG0000310.18	OG0013635.2	OG0000442.2	OG0001254.24	OG0005487.0	OG0004656.0	OG0004687.0	OG0006752.0	OG0001512.12
