OG0004710.2	OG0012896.0	OG0001643.24	OG0000471.2	OG0000027.457	OG0001698.26	OG0001566.2
-0.512925319948276	-1.4131151871478154	-1.1587514286937521	-1.3375210295767486	-0.9018499789079885	-1.2039006722965686	-1.0540927027897475
OG0001388.12	OG0002087.0	OG0000038.0	OG0004608.0	OG0000409.24	OG0000704.0	OG0004027.1
-0.8583056380354691	-1.1854085623368023	-0.5428785420499038	-0.7715199016700826	0.10447085776291738	-1.0273808609918476	-1.2199419221016254
-0.5213905315954883	-1.0825300533208069	-0.9948156241402767	-0.24127043154213737	-0.18885782633069192	-0.8876334769274369	-0.798868033092113
OG0002018.0	OG0002106.0	OG0008523.2	OG0000290.0	OG0000082.1	OG0005701.4	OG0001362.22
-0.7828933919166083	-1.8180705623099334	-1.6757654377294688	-0.5907448533151622	-0.853866171106625	-1.6748438822584089	-0.889503118082598
OG0007814.2	OG0000038.0	OG0000257.0	OG0006546.0	OG0001105.24	OG0000004.888	OG0014024.0	OG0001076.24
-2.443791328260415	-0.5428785420499038	0.0001442622910945383	-0.7152489904657735	-0.5536378881214055	-1.2375236119530149	-1.2202780187929276	-1.4855999609633836
OG0000010.475	OG0010764.0	OG0001211.24	OG0001736.4	OG0000749.2	OG0011132.2	OG0003072.2	OG0001124.24
0.007339046008161679	-1.1775553605953832	-1.2891219498041206	-0.6957226119343248	-0.3830777578812987	-1.7312063248775214	-1.3932735249871873	-1.2368434162587132
OG0001215.24	OG0009056.0	OG0001880.0	OG0001322.24	OG0002855.2	OG0000059.133	OG0000018.289
-0.61285807160283	-1.48883561141615	-0.84295628985442	-0.7971121665298566	-1.53658679618218	-0.3735141370944932	-0.18885782633069192
OG0000728.24	OG0000026.45	OG0003610.0	OG0000230.58	OG0002110.0	OG0009029.2	OG0002051.0	OG0006994.14
-0.2368434162587132	-0.1413028099616662	-0.5247075499634715	-0.15136203809529378	-0.8929817501178796	-1.6029637591278236	-0.24127043154213737	-1.6999348632212392
OG0000026.45	OG0016042.2	OG0001211.24	OG0005027.0	OG0000473.17	OG0000391.20	OG0000738.19	OG0006887.0
-0.1413028099616662	-1.280685112655481	-1.2891219498041206	-1.478748204630188	-0.923304098169617	-0.35328433892264566	-0.9985580258260937	-1.0603972796439562
OG0003953.2	OG0002157.0	OG0000012.918	OG0005869.0	OG0001737.0	OG0007625.0	OG0000396.79	OG0000336.0
-0.6931544996857175	-0.5576668766702485	-0.17576167339628612	-1.1218632333730527	-1.0546919530749526	-1.8991568755668882	-1.6452093507689292	-0.4330387576855113
OG0000001.1420	OG0003610.0	OG0001285.1	OG0004581.24	OG0002166.0	OG0000431.12	OG0000427.25
-0.01727103870140411	-0.5247075499634715	-1.8211260418302049	-1.2877123795494496	-0.4254624786979365	-0.3122226226036953	-0.3306103379871632
OG0000737.40	OG0016261.0	OG0000078.263	OG0005850.4	OG0018034.0	OG0001127.28	OG0000018.289	OG0000276.72
-1.5253303408390566	0.292899515444873	-1.768567591552035	-1.479150349591925	-1.6312875162716691	-0.9674759343078007	-0.18885782633069192	-0.8999642788381562
OG0001512.12	OG0000011.1	OG0002334.0	OG0000302.34	OG0001298.24	OG0004504.4	OG0010620.1
-0.49960583358420474	0.5140970048942337	-1.0232697793228471	-0.896200256842332	-2.5872726614083574	-2.6366606883705206	-0.8711787193498661
OG0001277.24	OG0000869.2	OG0003512.4	OG0002139.0	OG0000082.1	OG0000953.26	OG0012099.0	OG0008164.12
-1.8099541131055612	-0.6755349936684583	-1.1694201465224594	-1.1880358246898064	-0.853866171106625	-1.324816374212189	-2.4281775931667964	-2.3090019204430923
OG0000054.0	OG0001649.0	OG0001263.26	OG0000990.0	OG0012241.6	OG0000431.12	OG0008192.2
-0.11450372678347603	-1.6877995373623218	-1.0667295284676728	-0.5141610331209452	-2.663830889535991	-0.3122226226036953	-2.353284338922646
OG0000001.1420	OG0000562.130	OG0000732.24	OG0000427.25	OG0006196.0	OG0001212.24	OG0005413.12	OG0000160.4
-0.01727103870140411	-1.7417826104639822	-0.6771488756244091	-0.3306103379871632	-0.8354711391186312	-0.2629189948469006	-1.064012303563144	-0.030913993470059714
OG0000001.1420	OG0001377.24	OG0010512.0	OG0013948.0	OG0000302.34	OG0003118.5	OG0002146.0	OG0001077.24
-0.01727103870140411	-0.8873665830147547	-2.4281775931667964	-2.229044129208878	-0.896200256842332	-1.2172559636048	-0.8491804017878668	-1.9982698038611177
OG0000214.0	OG0001183.1	OG0000038.0	OG0000453.2	OG0020423.0	OG0007156.2	OG0001145.3	OG0009208.0
-0.42953706897395905	-1.02591127235414	-0.5428785420499038	-0.9298854973386719	-1.9545570292388328	-1.3982084161379738	-1.2782336336613846	-1.4386983058546305
OG0001277.24	OG0007807.0	OG0001372.24	OG0016914.0	OG0000012.918	OG0000044.1	OG0000864.26	OG0008321.0
-1.8099541131055612	-0.9865020082510226	-1.6803820657998387	-2.341537138825891	-0.17576167339628612	-0.6009930135276029	-0.8836352433082154	-2.230397501766746
OG0006377.0	OG0000279.0	OG0005546.6	OG0001857.4	OG0016020.3	OG0002079.0	OG0001048.24	OG0000002.1788
-0.5663995373741375	-0.7006381023484414	-0.7475843409673495	-1.045133690098103	-2.2848973639423953	-0.49228146000831885	-1.2873602020691484	0.2893623404769398
OG0000403.25	OG0000011.1	OG0000601.52	OG0008242.3	OG0000463.51	OG0005695.10	OG0000323.172	OG0000864.26
-0.4597742994044606	0.5140970048942337	-1.3313362222997793	-2.181803870978292	-1.4254624786979369	-1.5868392244091865	-1.9907961726701602	-0.8836352433082154
OG0008060.10	OG0011391.12	OG0000001.1420	OG0002123.0	OG0005065.5	OG0001437.24	OG0000081.1	OG0001345.24
-1.7154858667557547	-3.458941185692272	-0.01727103870140411	-0.5391002028124681	-1.5683235586073672	-1.2536012334528568	-0.890037746601182	-1.1328942704973453
OG0002125.0	OG0000001.1420	OG0010179.0	OG0004903.1	OG0002050.0	OG0000749.2	OG0001602.32	OG0005659.6
-0.723086516754077	-0.01727103870140411	-2.335699214659963	-1.7700429914156375	-1.1440103026915194	-0.3830777578812987	-1.1661788622094176	-1.9301603749313658
OG0003774.0	OG0000364.1	OG0002319.0	OG0000947.24	OG0013059.0	OG0007573.6	OG0002101.0	OG0000002.1788
-0.4451656041058071	-0.7065117976244923	-0.6859415911417392	0.546067180450209	-13.287712379549449	-1.6734626518600482	-1.0664273617389761	0.2893623404769398
OG0007260.0	OG0001892.0	OG0000056.0	OG0013497.4	OG0003042.54	OG0001170.24	OG0001264.24	OG0000336.0
-1.9545570292388328	-0.8414044484991035	0.25229454120183664	-3.562687023130084	-1.9094175236375577	-1.1472021071812288	-1.7398538734910327	-0.4330387576855113
OG0000022.5	OG0000026.45	OG0008179.0	OG0001880.0	OG0004735.28	OG0001274.24	OG0000175.4	OG0020476.0
-1.373701051008195	-0.1413028099616662	-1.9936660662779495	-0.84295628985442	-1.6272707293402764	-1.896468790122007	-0.9548366483967755	-2.610873773075296
OG0002056.0	OG0000056.0	OG0000230.58	OG0001635.0	OG0005851.2	OG0000699.1	OG0004780.0
-0.8193428924399235	0.25229454120183664	-0.15136203809529378	-0.5517333399360452	-2.834441745538826	-0.8178162308785316	-1.2246544159259602
OG0007772.0	OG0000257.0	OG0000973.2	OG0000962.24	OG0016131.1	OG0001120.26	OG0008965.0	OG0000082.1
-1.5432989689917949	0.0001442622910945383	-0.6407037411078027	-1.3433663454116158	-2.208894429587471	-1.3057883922321096	-0.8520421186128988	-0.853866171106625
OG0001139.24	OG0000279.0	OG0000894.25	OG0000032.252	OG0011606.2	OG0005619.0	OG0007923.2	OG0001084.24
-1.3789444967002604	-0.7006381023484414	-1.168771306825942	-0.3082871842179762	-1.9356689537540164	-2.242635327614509	-1.8556925327369578	-1.2972538144757388
OG0000977.1	OG0000294.0	OG0004931.0	OG0000012.918	OG0001438.24	OG0008253.2	OG0007421.14	OG0000371.2
-0.49960583358420474	-0.5213905315954883	-1.0622036593134483	-0.17576167339628612	-1.0631076980109506	-2.782893391916608	-2.378569332209552	-0.599680677135515
OG0000001.1420	OG0000914.30	OG0000010.2	OG0006427.12	OG0001051.24	OG0000482.64	OG0012592.5	OG0000320.0
-0.01727103870140411	-0.78413506084676	-0.3431833203506802	-2.0837526763099867	-1.2937125877569264	-0.49899404685899096	-2.4900508536956893	-0.24348904385984163
OG0020706.0	OG0000038.0	OG0002135.0	OG0008586.0	OG0013045.1	OG0001435.1	OG0000175.4	OG0001878.2
-2.495735558650761	-0.5428785420499038	-0.5521563556379148	-1.8079321155203498	-1.3104324560495328	-1.0200478420483303	-0.9548366483967755	-1.6073528560357366
OG0000026.45	OG0007539.0	OG0002095.0	OG0003632.26	OG0016914.0	OG0000441.96	OG0000154.2	OG0001000.24
-0.1413028099616662	-1.4941090702700428	-0.4146528318879797	-0.8398542745954207	-2.341537138825891	-1.2440015162022935	-0.6887294085133586	-0.43791635730384093
OG0006024.0	OG0000066.1	OG0000869.2	OG0001437.24	OG0001120.26	OG0014016.2	OG0000007.976	OG0001431.24
-1.4839848529963353	-1.097270360766624	-0.6755349936684583	-1.2536012334528568	-1.3057883922321096	-1.4851960144282268	-0.24982229440694287	-0.1076478350824613
OG0000576.0	OG0000010.475	OG0004989.0	OG0000785.2	OG0001270.1	OG0004207.12	OG0008316.0	OG0001044.24
-1.0609991549304867	0.007339046008161679	-0.560430050337261	-0.6060347243397574	-1.7374465726807091	-1.3219280948873626	-2.0150825945730797	-0.4874191213260316
OG0005323.0	OG0000230.58	OG0000032.252	OG0009815.0	OG0001987.0	OG0002081.0	OG0014747.1	OG0001296.24
0.46581778323171336	-0.15136203809529378	-0.3082871842179762	-1.1206078971695157	-1.0472191556726504	-0.7796700451204445	-1.8556925327369578	-1.0505024187944279
OG0000516.6	OG0004170.0	OG0006028.0	OG0001696.0	OG0000032.252	OG0001222.24	OG0007651.0	OG0000749.2
-0.3593790719643024	-0.5043048373759311	-0.7039244250471122	-0.7018109298586781	-0.3082871842179762	-0.8510008374122356	-1.1755987214515837	-0.3830777578812987
OG0001542.3	OG0002361.0	OG0014806.4	OG0000815.24	OG0001460.24	OG0000018.289	OG0000272.36	OG0005953.0
-0.4463445976671093	-0.693621089289037	-2.729291666280785	-1.1661788622094176	-1.67116353577046	-0.18885782633069192	-1.0174170530774094	-0.6431800849240055
OG0002165.0	OG0000675.1	OG0000980.1	OG0003192.0	OG0005340.0	OG0000012.918	OG0000059.133	OG0010165.0
-0.9965416802275889	-1.4108117885091431	-1.4023973185000735	-0.5127194706162739	-0.449690321244904	-0.17576167339628612	-0.3735141370944932	-1.8588288275392588
OG0004038.24	OG0001161.24	OG0000006.561	OG0006436.0	OG0000698.19	OG0002100.0	OG0008679.1	OG0000092.1
-1.5855396941839017	-1.2649978065046903	-0.17266872938773947	-1.148161027150656	-1.3947901559188582	-1.233108061588777	-2.1456053222468996	0.8123750005659496
OG0000056.0	OG0001916.0	OG0001441.1	OG0004208.2	OG0001318.1	OG0014798.0	OG0000869.2	OG0006952.4
0.25229454120183664	-1.171368418311981	-0.7700429914156375	-0.9481407011647501	-1.389110992145512	-1.2307360433712302	-0.6755349936684583	-2.288416992526039
OG0006017.0	OG0001734.7	OG0000207.117	OG0001915.0	OG0000059.133	OG0000007.976	OG0003641.0	OG0014747.1
-0.9751130006868205	-0.8246989660997565	-0.9598790827991225	-1.0908029370083125	-0.3735141370944932	-0.24982229440694287	-1.0332742312821932	-1.8556925327369578
OG0000620.56	OG0006281.0	OG0000010.475	OG0014713.1	OG0000022.878	OG0000407.1	OG0002078.0	OG0001815.3
-1.4270133469374617	-0.7928567950582515	0.007339046008161679	-1.6366606883705208	-1.1929748745013562	-0.9610020212024905	-1.831357964441161	-1.3733272473940066
OG0007549.0	OG0001480.22	OG0005843.1	OG0000056.0	OG0016860.0	OG0000539.1	OG0000599.0	OG0001223.1
-1.0359341225135819	-1.6029637591278236	-0.9601597354682089	0.25229454120183664	-2.262572817270941	-0.8282807609121521	-0.9312604093276949	-0.9595984847157935
OG0001068.1	OG0000900.25	OG0009056.0	OG0001865.0	OG0006436.0	OG0000391.20	OG0000082.1
-0.08146110748876297	-1.2515387669959646	-1.48883561141615	-0.42585003949029804	-1.148161027150656	-0.35328433892264566	-0.853866171106625
OG0000001.1420	OG0008121.6	OG0001118.24	OG0001351.24	OG0000869.2	OG0004949.2	OG0000925.1
-0.01727103870140411	-1.9567955014348324	-1.3744489489206877	-0.8305880480086453	-0.6755349936684583	-1.3793197587756991	-1.4196615258042915
OG0004872.6	OG0000294.0	OG0000032.252	OG0001229.1	OG0001189.24	OG0006346.0	OG0014656.2	OG0000503.62
-0.09989639240287225	-0.5213905315954883	-0.3082871842179762	-1.6679509162510255	-1.4532413295652276	-0.4508730198007329	-2.472329083735911	-1.695722611934325
OG0000056.0	OG0011953.0	OG0006102.2	OG0000556.30	OG0000431.12	OG0000995.5	OG0001820.0
0.25229454120183664	-0.832899031036925	-1.6429547870331924	-0.9793733494100422	-0.3122226226036953	-1.5572422423652288	-0.3980183001673634
OG0000176.0	OG0008110.0	OG0000026.45	OG0001448.24	OG0000814.1	OG0001355.24	OG0006450.8	OG0000130.3
-0.33387969740416884	-1.54877569787331	-0.1413028099616662	-0.703219582573575	-0.6228207102633614	-1.1187269385707517	-1.4177330466494877	-1.3684765935211027
OG0008530.2	OG0000176.0	OG0000026.45	OG0001202.24	OG0007164.0	OG0000209.2	OG0001443.24
-2.110292841560213	-0.33387969740416884	-0.1413028099616662	-0.796610882632913	-1.1468826087764485	-0.3081085554749895	-0.3329707985894482
OG0002708.0	OG0000026.45	OG0010976.0	OG0020614.0	OG0002039.0	OG0000336.0	OG0001820.0	OG0001155.24
-0.4324545523562533	-0.1413028099616662	-1.0046240265254476	-1.7041594490829646	-0.5784131268372943	-0.4330387576855113	-0.3980183001673634	-1.2608431742860542
OG0007764.1	OG0000001.1420	OG0001144.24	OG0007807.0	OG0000002.585	OG0001254.24	OG0000409.24
-1.4719288354212647	-0.01727103870140411	-1.1840967231549033	-0.9865020082510226	-0.7004036512159048	-2.386845571568701	0.10447085776291738
OG0000176.0	OG0005765.0	OG0005849.2	OG0002010.0	OG0002066.0	OG0001274.24	OG0000007.976	OG0010073.0
-0.33387969740416884	-1.4623560380701153	-1.3540217245972157	-0.39289461624150596	-0.67116353577046	-1.896468790122007	-0.24982229440694287	-1.8868329432672653
OG0000915.28	OG0000056.0	OG0008570.0	OG0000237.1	OG0000138.41	OG0006459.10	OG0000338.41
-1.3838305338132693	0.25229454120183664	-0.5916142085935863	-1.106560122683883	-1.1975999598851608	-0.5211834709505849	0.7966808083669082
OG0000002.763	OG0001383.24	OG0000001.1420	OG0004278.24	OG0001207.24	OG0011709.0	OG0004758.4	OG0001958.0
-0.7257085158978973	-0.815529263359908	-0.01727103870140411	-1.0421596732937675	-1.597714408130004	-2.1956159645586584	-2.4731299136431737	-0.30918065984007337
OG0002163.0	OG0001386.24	OG0001172.24	OG0005507.10	OG0000391.20	OG0006856.0	OG0000007.976	OG0007851.2
-0.9495331296493381	-0.6115349027168463	-1.4096614668209126	-1.0661252582846446	-0.35328433892264566	-0.6836225180802697	-0.24982229440694287	-13.287712379549449
OG0003037.24	OG0003552.0	OG0001947.0	OG0000044.1	OG0000007.976	OG0016273.0	OG0001062.24	OG0002026.0
-0.44772130900956375	-1.0525956651531994	-1.7326439882161124	-0.6009930135276029	-0.24982229440694287	0.25713134077342537	-1.9862161845669004	-1.1184136837566039
OG0001881.0	OG0016941.0	OG0000001.1420	OG0004242.10	OG0008627.0	OG0000125.49	OG0000901.0	OG0001334.24
-0.16133054900680766	-1.6139616401113863	-0.01727103870140411	-0.5576668766702485	-0.41369161189047277	0.8343876146053895	-0.588573754273535	-1.4751339354140698
OG0000120.105	OG0001624.8	OG0000001.1420	OG0000993.25	OG0005476.1	OG0000581.0	OG0005413.12	OG0000664.3
-0.5544851616978876	-2.793856930308627	-0.01727103870140411	-0.9373256372366076	-1.6344194341666345	-0.5178745359200093	-1.064012303563144	-1.0619024389259069
OG0000272.36	OG0000010.475	OG0013599.5	OG0002037.0	OG0002063.0	OG0003118.5	OG0001315.24	OG0006206.2
-1.0174170530774094	0.007339046008161679	-1.6286084160757879	-0.9905094970525475	-1.023856359953367	-1.2172559636048	-1.394410848688886	-0.9151193464087035
OG0000409.24	OG0001583.18	OG0001937.2	OG0000018.289	OG0016181.4	OG0003525.58	OG0000829.5	OG0004621.4
0.10447085776291738	-0.5711072382140845	-1.766602735898117	-0.18885782633069192	-2.0110063596570185	-3.3226496228048217	-0.668180151977398	-3.282087830355571
OG0000606.2	OG0001255.26	OG0008981.0	OG0015272.0	OG0001105.24	OG0000082.1	OG0005619.0	OG0000876.20
-0.6443071024337754	-1.376694971752464	-2.783886641553699	-2.033274231282193	-0.5536378881214055	-0.853866171106625	-2.242635327614509	-0.718331420027155
OG0000054.0	OG0001201.1	OG0002148.0	OG0000012.581	OG0006011.0	OG0001207.24	OG0000320.0
-0.11450372678347603	-0.5407782431771522	-0.47834617173337196	-0.4801562026905301	-0.5638381606855499	-1.597714408130004	-0.24348904385984163
OG0013999.2	OG0002044.0	OG0001836.0	OG0000125.49	OG0000209.2	OG0013623.0	OG0000724.26	OG0000002.1788
-2.132261648237312	-1.5491978471201813	-0.4979749784823046	0.8343876146053895	-0.3081085554749895	-1.3448313823904083	-0.320846479161911	0.2893623404769398
OG0001162.22	OG0001649.0	OG0017928.0	OG0000026.45	OG0005582.1	OG0002310.20	OG0001115.24	OG0000584.0
-0.5378429521526054	-1.6877995373623218	-2.4941090702700426	-0.1413028099616662	-0.9827907099677768	-0.8334130859295501	-0.7590140959752614	1.6572284011610958
OG0010161.0	OG0000207.117	OG0004458.0	OG0001219.24	OG0013058.0	OG0000802.1	OG0000018.289	OG0000749.2
-2.3040061868901	-0.9598790827991225	-1.2908858515287907	-1.2463954637200048	-0.9107730579296045	-1.2105628639597157	-0.18885782633069192	-0.3830777578812987
OG0005935.0	OG0000038.0	OG0000732.24	OG0011356.1	OG0012178.2	OG0001146.1	OG0001766.6	OG0000336.0
-0.17673977176655636	-0.5428785420499038	-0.6771488756244091	-3.4456763830245394	-2.2412704315421372	-1.5678957765313228	-0.5145731728297583	-0.4330387576855113
OG0001479.24	OG0006018.4	OG0000011.1	OG0003192.0	OG0001184.24	OG0016862.2	OG0001279.24	OG0000110.3
-1.2155797753822157	-1.0341603169119857	0.5140970048942337	-0.5127194706162739	-1.2185983177755109	-2.9748294242650943	-1.2159148572652432	-0.4639470997597903
OG0011159.0	OG0000737.40	OG0010133.0	OG0000796.20	OG0001830.6	OG0000014.1	OG0007803.0	OG0000002.1788
-2.1090475285429777	-1.5253303408390566	-2.31258092262811	-1.5602173105240187	-1.4363537305159362	-0.4737308279347723	-1.2922985273242986	0.2893623404769398
OG0000054.0	OG0018050.0	OG0000223.2	OG0001202.24	OG0002162.0	OG0001210.24	OG0005869.0	OG0007744.0
-0.11450372678347603	-2.023856359953367	-0.3170671972827844	-0.796610882632913	-0.9509269033456944	-0.8094483479677298	-1.1218632333730527	-0.24965075941584977
OG0000736.0	OG0001795.0	OG0000183.0	OG0005696.4	OG0007566.10	OG0002104.0	OG0000082.1	OG0003745.1
-0.68478158863421	-0.5540614627107339	-0.002310160687201116	-1.7833899312575583	-2.0017322736212373	-1.4481148965282753	-0.853866171106625	-1.4355730513622063
OG0000006.561	OG0017866.2	OG0000677.1	OG0005132.0	OG0000299.1	OG0001988.0	OG0000204.2	OG0009878.0
-0.17266872938773947	-3.16747450220749	-1.0715728231243147	-0.7336032269754467	-0.8820390472675833	-0.28173702304906734	-0.7138285488929806	-1.8640711844735933
OG0000054.0	OG0000124.2	OG0001178.24	OG0000263.57	OG0001944.0	OG0013004.2	OG0015294.0	OG0008192.2
-0.11450372678347603	-2.727379545337008	-0.28665610491467075	0.818932344010497	-1.1281563514906823	-1.496142467422571	-0.9094175236375577	-2.353284338922646
OG0000814.1	OG0016862.2	OG0007731.0	OG0000847.24	OG0003744.6	OG0002105.0	OG0000082.1	OG0000276.72
-0.6228207102633614	-2.9748294242650943	-0.7124095044760588	-1.50635266602479	-0.44772130900956375	-1.3448313823904083	-0.853866171106625	-0.8999642788381562
OG0010737.2	OG0000364.1	OG0000001.1420	OG0000675.1	OG0000124.174	OG0004492.8	OG0002077.0
0.17772648293206822	-0.7065117976244923	-0.01727103870140411	-1.4108117885091431	-1.8468432119385798	-1.1184136837566039	0.03857665145232347
OG0000002.763	OG0007183.2	OG0000038.0	OG0001630.0	OG0007348.0	OG0001073.24	OG0001132.24	OG0011743.0
-0.7257085158978973	-0.8809758968577254	-0.5428785420499038	-0.9691695698467255	-0.6064739677716448	-0.8986188576449755	-1.443791328260415	-1.309001920443092
OG0002708.0	OG0002155.0	OG0001302.24	OG0000272.36	OG0000007.976	OG0005953.0	OG0001340.24	OG0008258.0
-0.4324545523562533	-1.5311560570253626	-1.3154505308161575	-1.0174170530774094	-0.24982229440694287	-0.6431800849240055	-1.3386152238202416	-1.2820878303555712
OG0000001.1420	OG0008586.0	OG0000125.49	OG0001402.24	OG0010995.2	OG0000165.49	OG0001300.1	OG0004027.1
-0.01727103870140411	-1.8079321155203498	0.8343876146053895	-0.588573754273535	-1.873555700275309	-0.7636604608316264	-1.547088335060036	-1.2199419221016254
OG0001280.24	OG0000006.561	OG0007202.0	OG0000018.1	OG0001140.24	OG0004274.22	OG0001355.24	OG0006575.1
-1.3518106972818624	-0.17266872938773947	-0.9498117766885221	-0.6106534638375021	-0.750979489714035	-1.521183470950585	-1.1187269385707517	-2.4707287562940685
OG0000223.2	OG0000026.45	OG0002154.0	OG0005031.0	OG0005622.0	OG0001863.0	OG0000730.24
-0.3170671972827844	-0.1413028099616662	-0.7319249774656762	-0.4367442285670112	-3.010424979419093	-1.0655212410931172	-0.42488133265145234
OG0007260.0	OG0000026.45	OG0004348.1	OG0000990.0	OG0001351.24	OG0000175.4	OG0001403.24
-1.9545570292388328	-0.1413028099616662	-0.45997273074249273	-0.5141610331209452	-0.8305880480086453	-0.9548366483967755	-1.132261648237312
OG0000054.0	OG0007833.0	OG0000809.2	OG0001813.8	OG0006460.2	OG0000154.2	OG0002003.1
-0.11450372678347603	-3.663465233713253	-1.5475099907815495	-0.6604064990346017	-0.5948789645486792	-0.6887294085133586	-1.3129393116601078
OG0000054.0	OG0001847.4	OG0000207.117	OG0009858.0	OG0003118.5	OG0000246.0	OG0001628.0
-0.11450372678347603	-2.3488679220832784	-0.9598790827991225	-2.1354275372428675	-1.2172559636048	-0.5324074912870507	-0.7473421358058826
OG0004204.4	OG0000294.0	OG0001511.22	OG0000480.64	OG0000012.918	OG0015377.0	OG0000802.1	OG0012694.0
-1.1306813051710953	-0.5213905315954883	-0.5432989689917948	-1.2385445071772796	-0.17576167339628612	-1.9417527831453374	-1.2105628639597157	-2.3233715117570313
OG0000006.561	OG0002020.0	OG0007814.2	OG0001122.1	OG0006401.2	OG0002041.0	OG0000126.1	OG0011133.0
-0.17266872938773947	-0.8211260418302049	-2.443791328260415	-1.6095524220066895	-0.9434164716336325	-0.6413786861684825	-0.8815073741305954	-1.8895031180825979
OG0002157.0	OG0000038.0	OG0002162.0	OG0014540.0	OG0000232.19	OG0000044.1	OG0004876.0
-0.5576668766702485	-0.5428785420499038	-0.9509269033456944	-0.8403708141787722	-1.3008037548517561	-0.6009930135276029	-1.0171250391019384
OG0005687.4	OG0000038.0	OG0009271.0	OG0002060.0	OG0001994.0	OG0020863.0	OG0000246.0	OG0001385.1
-1.550887680450584	-0.5428785420499038	-1.1850804906944814	-0.6891945689368271	-0.7893617716198498	0.7757669688481571	-0.5324074912870507	-1.5585165204173554
OG0001451.24	OG0000056.0	OG0002133.0	OG0001392.24	OG0006122.0	OG0000154.2	OG0009840.2
-0.5317816384650507	0.25229454120183664	-0.5460347346035916	-0.320846479161911	-1.065823218078184	-0.6887294085133586	-1.8023861903089258
OG0004872.6	OG0000223.2	OG0006472.8	OG0001083.26	OG0001082.24	OG0000012.918	OG0001394.24
-0.09989639240287225	-0.3170671972827844	-2.1622989090661346	-1.0107156402523292	-1.2426353276145088	-0.17576167339628612	-1.0362299689292374
OG0000001.1420	OG0007807.0	OG0001222.24	OG0002261.32	OG0000711.2	OG0000347.80	OG0000580.32
-0.01727103870140411	-0.9865020082510226	-0.8510008374122356	-1.781900825629855	-0.05304461335688118	-1.2722973271627618	-0.59749609912741
OG0000935.24	OG0000279.0	OG0000001.1420	OG0001023.7	OG0005620.0	OG0005521.4	OG0002072.0
-1.5955328032369107	-0.7006381023484414	-0.01727103870140411	-0.7526800650201803	-1.427401324629968	-1.121549296903336	-1.0948031604374366
OG0001280.24	OG0002085.0	OG0002099.0	OG0000032.252	OG0005232.0	OG0000046.1	OG0003554.38
-1.3518106972818624	-0.15184280290092764	-0.8160371651574051	-0.3082871842179762	-1.5462453931483024	-0.4065984188743529	-0.9759640645444906
OG0007755.1	OG0002913.0	OG0000407.1	OG0003245.3	OG0000082.1	OG0001395.1	OG0002027.0	OG0001514.22
-1.4568010998066674	-0.9751130006868205	-0.9610020212024905	-0.5840250535819034	-0.853866171106625	-1.561068458065455	-1.0969617298870882	-1.0718760695869949
OG0000359.28	OG0000032.252	OG0006200.16	OG0001724.10	OG0001177.22	OG0004053.9	OG0000152.31	OG0009208.0
-0.5942254220501242	-0.3082871842179762	-2.677610316549785	-0.6919886854478223	-0.3291596641184381	-0.5907448533151622	-1.1174743272128007	-1.4386983058546305
OG0000685.33	OG0001008.28	OG0000056.0	OG0008597.8	OG0001880.0	OG0000263.57	OG0002490.40
-1.7216583413783577	-1.1491205849119288	0.25229454120183664	-2.175272872767897	-0.84295628985442	0.818932344010497	-0.5606428215257433
OG0013996.0	OG0000383.2	OG0002959.32	OG0000082.1	OG0001732.10	OG0001335.24	OG0000285.1
-2.2270164478618955	-1.629947344284086	-1.2088944295874708	-0.853866171106625	-1.3551285102601587	-1.8730271437422348	-1.0528949484321255
OG0000006.561	OG0000737.40	OG0000846.25	OG0001228.1	OG0012098.2	OG0000359.28	OG0008186.0
-0.17266872938773947	-1.5253303408390566	-0.9959660987155103	-1.0300298988406835	-0.34538115503887357	-0.5942254220501242	-1.6456606866214725
OG0001046.24	OG0000010.475	OG0002161.0	OG0004554.6	OG0008358.1	OG0000059.133	OG0014777.4	OG0002109.0
-0.4054514504496458	0.007339046008161679	-0.05110017933369812	-0.7983661388303496	-1.1995866873612426	-0.3735141370944932	-2.5916142085935863	-0.9748294242650939
OG0000853.1	OG0000147.0	OG0000789.1	OG0001688.16	OG0000010.475	OG0000066.1	OG0007148.0	OG0009987.2
-0.6510877590058004	-1.5803532474685666	-1.6882643980207304	-0.5456135097711425	0.007339046008161679	-1.097270360766624	-0.8986188576449755	0.08420036167465528
OG0011138.4	OG0006086.0	OG0006335.0	OG0000230.58	OG0000396.79	OG0001319.1	OG0000930.24	OG0000002.1788
-2.27508784068439	-1.7036894392919077	-1.234465253637023	-0.15136203809529378	-1.6452093507689292	-0.5764756117556651	-0.9205706849970848	0.2893623404769398
OG0005428.4	OG0000914.30	OG0000010.475	OG0000228.35	OG0014741.4	OG0000456.0	OG0000059.133	OG0001815.3
-0.6355396260397388	-0.78413506084676	0.007339046008161679	-2.5916142085935863	-1.2873602020691484	-0.9134879534257182	-0.3735141370944932	-1.3733272473940066
OG0000006.561	OG0015387.0	OG0001241.24	OG0005091.0	OG0001468.24	OG0000183.0	OG0008523.2	OG0001268.24
-0.17266872938773947	-2.15072126746922	-0.8074270586130774	-0.34464817138744597	-1.115597447016313	-0.002310160687201116	-1.6757654377294688	-0.6590390154811373
OG0001165.26	OG0008096.5	OG0001157.1	OG0001635.0	OG0000046.1	OG0013965.2	OG0000082.1	OG0005659.6
